  00.        GENERAL
  82.80.Yc   Rutherford backscattering (RBS), and other methods of chemical analysis
  82.90.+j   Other topics in physical chemistry and chemical physics (restricted to new topics in section 82)
  83.        Rheology
  83.10.-y   Fundamentals and theoretical
  83.10.Bb   Kinematics of deformation and flow
  83.10.Ff   Continuum mechanics
  83.10.Gr   Constitutive relations
  83.10.Kn   Reptation and tube theories
  83.10.Mj   Molecular dynamics, Brownian dynamics
  83.10.Pp   Particle dynamics
  83.10.Rs   Computer simulation of molecular and particle dynamics
  83.10.Tv   Structural and phase changes
  83.50.-v   Deformation and flow
  83.50.Ax   Steady shear flows, viscometric flow
  83.50.Ha   Flow in channels
  83.50.Jf   Extensional flow and combined shear and extension
  83.50.Lh   Slip boundary effects (interfacial and free surface flows)
  83.50.Rp   Wall slip and apparent slip
  83.50.Uv   Material processing (extension, molding, etc.)
  83.50.Xa   Mixing and blending
  83.60.-a   Material behavior
  83.60.Bc   Linear viscoelasticity
  83.60.Df   Nonlinear viscoelasticity
  83.60.Fg   Shear rate dependent viscosity
  83.60.Hc   Normal stress differences and their effects (e.g. rod climbing)
  83.60.Jk   Extrudate swell
  83.60.La   Viscoplasticity; yield stress
  83.60.Np   Effects of electric and magnetic fields
  83.60.Pq   Time-dependent structure (thixotropy, rheopexy)
  83.60.Rs   Shear rate-dependent structure (shear thinning and shear thickening)
  83.60.St   Non-isothermal rheology
  83.60.Uv   Wave propagation, fracture, and crack healing
  83.60.Wc   Flow instabilities
  83.60.Yz   Drag reduction
  83.80.-k   Material type
  83.80.Ab   Solids: e.g., composites, glasses, semicrystalline polymers
  83.80.Fg   Granular solids
  83.80.Gv   Electro- and magnetorheological fluids
  83.80.Hj   Suspensions, dispersions, pastes, slurries, colloids
  83.80.Iz   Emulsions and foams
  83.80.Jx   Reacting systems: thermosetting polymers, chemorheology, rheokinetics
  83.80.Kn   Physical gels and microgels
  83.80.Lz   Physiological materials (e.g. blood, collagen, etc.)
  83.80.Mc   Other natural materials (e.g. wood and other vegetable materials)
  83.80.Nb   Geological materials: Earth, magma, ice, rocks, etc.
  83.80.Qr   Surfactant and micellar systems, associated polymers
  83.80.Rs   Polymer solutions
  83.80.Sg   Polymer melts
  83.80.Tc   Polymer blends
  83.80.Uv   Block copolymers
  83.80.Va   Elastomeric polymers
  83.80.Wx   Filled elastomers
  83.80.Xz   Liquid crystals: nematic, cholesteric, smectic, discotic, etc.
  83.80.Ya   Processed food
  83.85.-c   Techniques and apparatus
  83.85.Cg   Rheological measurements-rheometry
  83.85.Ei   Optical methods; rheo-optics
  83.85.Fg   NMR/magnetic resonance imaging
  83.85.Hf   X-ray and neutron scattering
  83.85.Jn   Viscosity measurements
  83.85.Lq   Normal stress difference measurements
  83.85.Ns   Data analysis (interconversion of data computation of relaxation and retardation spectra; time-temperature superposition, etc.)
  83.85.Pt   Computational fluid dynamics
  83.85.Rx   Extensional flow measurement
  83.85.St   Stress relaxation
  83.85.Tz   Creep and/or creep recoil
  83.85.Vb   Small amplitude oscillatory shear (dynamic mechanical analysis)
  83.90.+s   Other topics in rheology (restricted to new topics in section 83)
  84.        Electronics; radiowave and microwave technology; direct energy conversion and storage
  84.30.-r   Electronic circuits
  84.30.Bv   Circuit theory (including computer-aided circuit design and analysis)
  84.30.Jc   Power electronics; power supply circuits
  84.30.Le   Amplifiers
  84.30.Ng   Oscillators, pulse generators, and function generators
  84.30.Qi   Modulators and demodulators; discriminators, comparators, mixers, limiters, and compressors
  84.30.Sk   Pulse and digital circuits
  84.30.Vn   Filters
  84.32.-y   Passive circuit components
  84.32.Dd   Connectors, relays, and switches
  84.32.Ff   Conductors, resistors (including thermistors, varistors, and photoresistors)
  84.32.Hh   Inductors and coils; wiring
  84.32.Tt   Capacitors
  84.32.Vv   Fuses
  84.35.+i   Neural networks
  84.37.+q   Electric variable measurements (including voltage, current, resistance, capacitance, inductance, impedance, and admittance, etc.)
  84.40.-x   Radiowave and microwave (including millimeter wave) technology
  84.40.Az   Waveguides, transmission lines, striplines
  84.40.Ba   Antennas: theory, components and accessories
  84.40.Dc   Microwave circuits
  84.40.Fe   Microwave tubes (e.g., klystrons, magnetrons, traveling-wave, backward-wave tubes, etc.)
  84.40.Ik   Masers; gyrotrons (cyclotron-resonance masers)
  84.40.Lj   Microwave integrated electronics
  84.40.Ua   Telecommunications: signal transmission and processing; communication satellites
  84.40.Xb   Telemetry: remote control, remote sensing; radar
  84.47.+w   Vacuum tubes
  84.50.+d   Electric motors
  84.60.-h   Direct energy conversion and storage
  84.60.Bk   Performance characteristics of energy conversion systems; figure of merit
  84.60.Jt   Photoelectric conversion: solar cells and arrays
  84.60.Lw   Magnetohydrodynamic conversion
  84.60.Ny   Thermionic conversion
  84.60.Rb   Thermoelectric, electrogasdynamic and other direct energy conversion
  84.60.Ve   Energy storage systems, including capacitor banks
  84.70.+p   High-current and high-voltage technology: power systems; power transmission lines and cables
  84.71.-b   Superconducting high-power technology
  84.71.Ba   Superconducting magnets; magnetic levitation devices
  84.71.Fk   Superconducting cables
  84.71.Mn   Superconducting wires, fibers, and tapes
  84.90.+a   Other topics in electronics, radiowave and microwave technology, and direct energy conversion and storage (restricted to new topics in section 84)
  85.        Electronic and magnetic devices; microelectronics
  85.25.-j   Superconducting devices
  85.25.Am   Superconducting device characterization, design, and modeling
  85.25.Cp   Josephson devices
  85.25.Dq   Superconducting quantum interference devices (SQUIDs)
  85.25.Hv   Superconducting logic elements and memory devices; microelectronic circuits
  85.25.Oj   Superconducting optical, x-ray, and gamma-ray detectors (SIS, NIS, transition edge)
  85.25.Pb   Superconducting infrared, submillimeter and millimeter wave detectors
  85.25.Qc   Superconducting surface acoustic wave devices and other superconducting devices
  85.30.-z   Semiconductor devices
  85.30.De   Semiconductor-device characterization, design, and modeling
  85.30.Fg   Bulk semiconductor and conductivity oscillation devices (including Hall effect devices, space-charge-limited devices, and Gunn effect devices)
  85.30.Hi   Surface barrier, boundary, and point contact devices
  85.30.Kk   Junction diodes
  85.30.Mn   Junction breakdown and tunneling devices (including resonance tunneling devices)
  85.30.Pq   Bipolar transistors
  85.30.Rs   Thyristors
  85.30.Tv   Field effect devices
  85.35.-p   Nanoelectronic devices
  85.35.Be   Quantum well devices (quantum dots, quantum wires, etc.)
  85.35.Ds   Quantum interference devices
  85.35.Gv   Single electron devices
  85.35.Kt   Nanotube devices
  85.40.-e   Microelectronics: LSI, VLSI, ULSI; integrated circuit fabrication technology
  85.40.Bh   Computer-aided design of microcircuits; layout and modeling
  85.40.Hp   Lithography, masks and pattern transfer
  85.40.Ls   Metallization, contacts, interconnects; device isolation
  85.40.Qx   Microcircuit quality, noise, performance, and failure analysis
  85.40.Ry   Impurity doping, diffusion and ion implantation technology
  85.40.Sz   Deposition technology
  85.40.Xx   Hybrid microelectronics; thick films
  85.45.-w   Vacuum microelectronics
  85.45.Bz   Vacuum microelectronic device characterization, design, and modeling
  85.45.Db   Field emitters and arrays, cold electron emitters
  85.45.Fd   Field emission displays (FEDs)
  85.50.-n   Dielectric, ferroelectric, and piezoelectric devices
  85.50.Gk   Non-volatile ferroelectric memories
  85.60.-q   Optoelectronic devices
  85.60.Bt   Optoelectronic device characterization, design, and modeling
  85.60.Dw   Photodiodes; phototransistors; photoresistors
  85.60.Gz   Photodetectors (including infrared and CCD detectors)
  85.60.Ha   Photomultipliers; phototubes and photocathodes
  85.60.Jb   Light-emitting devices
  85.60.Pg   Display systems
  85.65.+h   Molecular electronic devices
  85.70.-w   Magnetic devices
  85.70.Ay   Magnetic device characterization, design, and modeling
  85.70.Ec   Magnetostrictive, magnetoacoustic, and magnetostatic devices
  85.70.Ge   Ferrite and garnet devices
  85.70.Kh   Magnetic thin film devices: magnetic heads (magnetoresistive, inductive, etc.); domain-motion devices, etc.
  85.70.Li   Other magnetic recording and storage devices (including tapes, disks, and drums)
  85.70.Rp   Magnetic levitation, propulsion and control devices
  85.70.Sq   Magnetooptical devices
  85.75.-d   Magnetoelectronics; spintronics: devices exploiting spin polarized transport or integrated magnetic fields
  85.75.Bb   Magnetic memory using giant magnetoresistance
  85.75.Dd   Magnetic memory using magnetic tunnel junctions
  85.75.Ff   Reprogrammable magnetic logic
  85.75.Hh   Spin polarized field effect transistors
  85.75.Mm   Spin polarized resonant tunnel junctions
  85.75.Nn   Hybrid Hall devices
  85.75.Ss   Magnetic field sensors using spin polarized transport
  85.80.-b   Thermoelectromagnetic and other devices
  85.80.Fi   Thermoelectric devices
  85.80.Jm   Magnetoelectric devices
  85.80.Lp   Magnetothermal devices
  85.85.+j   Micro- and nano-electromechanical systems (MEMS/NEMS) and devices
  85.90.+h   Other topics in electronic and magnetic devices and microelectronics (restricted to new topics in section 85)
  87.        Biological and medical physics
  87.10.+e   General theory and mathematical aspects
  87.14.-g   Biomolecules: types
  87.14.Cc   Lipids
  87.14.Ee   Proteins
  87.14.Gg   DNA, RNA
  87.15.-v   Biomolecules: structure and physical properties
  87.15.Aa   Theory and modeling; computer simulation
  87.15.By   Structure and bonding
  87.15.Cc   Folding and sequence analysis
  87.15.He   Dynamics and conformational changes
  87.15.Kg   Molecular interactions; membrane-protein interactions
  87.15.La   Mechanical properties
  87.15.Mi   Spectra, photodissociation, and photoionization; luminescence
  87.15.Nn   Properties of solutions; aggregation and crystallization of macromolecules
  87.15.Rn   Reactions and kinetics; polymerization
  87.15.Tt   Electrophoresis
  87.15.Vv   Diffusion
  87.15.Ya   Fluctuations
  87.16.-b   Subcellular structure and processes
  87.16.Ac   Theory and modeling; computer simulation
  87.16.Dg   Membranes, bilayers, and vesicles
  87.16.Gj   Cell walls
  87.16.Ka   Filaments, microtubules, their networks, and supramolecular assemblies
  87.16.Nn   Motor proteins (myosin, kinesin dynein)
  87.16.Qp   Pseudopods, lamellipods, cilia, and flagella
  87.16.Sr   Chromosomes, histones
  87.16.Tb   Organelles
  87.16.Uv   Active transport processes; ion channels
  87.16.Xa   Signal transduction
  87.16.Yc   Regulatory chemical networks
  87.17.-d   Cellular structure and processes
  87.17.Aa   Theory and modeling; computer simulation
  87.17.Ee   Growth and division
  87.17.Jj   Cell locomotion; chemotaxis and related directed motion
  87.17.Nn   Electrophysiology of nerve cells
  87.18.-h   Multicellular phenomena
  87.18.Bb   Computer simulation
  87.18.Ed   Aggregation and other collective behavior of motile cells
  87.18.Hf   Spatiotemporal pattern formation in cellular populations
  87.18.La   Morphogenesis
  87.18.Pj   Chemical waves
  87.18.Sn   Neural networks
  87.19.-j   Properties of higher organisms
  87.19.Bb   Sensory perceptions
  87.19.Dd   Information processing in vision and hearing
  87.19.Ff   Muscles
  87.19.Hh   Cardiac dynamics
  87.19.Jj   Circadian rhythms
  87.19.La   Neuroscience
  87.19.Nn   Electrophysiology
  87.19.Pp   Biothermics
  87.19.Rr   Mechanical properties of tissues and organs
  87.19.St   Movement and locomotion
  87.19.Tt   Rheology of body fluids
  87.19.Uv   Haemodynamics, pneumodynamics
  87.19.Xx   Diseases
  87.23.-n   Ecology and evolution
  87.23.Cc   Population dynamics and ecological pattern formation
  87.23.Ge   Dynamics of social systems
  87.23.Kg   Dynamics of evolution
  87.50.-a   Effects of radiation and external fields on biomolecules, cells and higher organisms
  87.50.Gi   Ionizing radiations (ultraviolet, x-rays, gamma-rays, ions, electrons, positrons, neutrons, and mesons, etc.)
  87.50.Hj   Optical radiation (near ultraviolet, visible, and infrared)
  87.50.Jk   Radio frequency and microwave radiation (power lines)
  87.50.Kk   Sound and ultrasound
  87.50.Mn   Magnetic fields
  87.50.Rr   Electric fields
  87.52.-g   Radiation monitoring, control, and safety
  87.52.Df   Low LET: therapeutic and diagnostic x-rays and electrons
  87.52.Ga   Low LET: associated neutron shielding and measurement
  87.52.Ln   High LET
  87.52.Px   Risk/benefit analysis
  87.52.Tr   Regulatory issues
  87.53.-j   Ionizing-radiation therapy physics
  87.53.Bn   Photon dosimetry: theory and algorithms
  87.53.Dq   Photon dosimetry: measurements
  87.53.Fs   Electron and positron dosimetry: theory and algorithms
  87.53.Hv   Electron and positron dosimetry: measurements
  87.53.Jw   Brachytherapy
  87.53.Kn   Conformal radiation treatment
  87.53.Ly   Stereotactic radiosurgery
  87.53.Mr   Beam intensity modification: wedges, compensators
  87.53.Na   Radioimmunotherapy
  87.53.Oq   Portal imaging in therapy
  87.53.Pb   Proton, neutron, and heavier particle dosimetry: theory and algorithms
  87.53.Qc   Proton, neutron, and heavier particle dosimetry: measurements
  87.53.Rd   Microdosimetry
  87.53.St   Record and verify systems and applications
  87.53.Tf   Treatment planning, optimization, tissue response factors, and dose-volume analysis
  87.53.Uv   Collimation
  87.53.Vb   Simulation
  87.53.Wz   Monte Carlo applications
  87.53.Xd   Quality assurance in radiotherapy
  87.54.-n   Non-ionizing radiation therapy physics
